kode_unit;kode_tu;luas_unit;floor;tower;kode_unit2
TC/16/09;ST;18;16;TC;C1609
TC/16/10;ST;18;16;TC;C1610
TC/16/11;ST;18;16;TC;C1611
TC/16/12;ST;18;16;TC;C1612
TC/16/15;ST;24;16;TC;C1615
TC/16/16;2BR;40;16;TC;C1616
TC/16/17;2BR;33;16;TC;C1617
TC/16/18;2BR;33;16;TC;C1618
TC/16/19;2BR;33;16;TC;C1619
TC/16/20;2BR;33;16;TC;C1620
TC/16/21;2BR;33;16;TC;C1621
TC/16/22;2BR;40;16;TC;C1622
TC/16/23;ST;24;16;TC;C1623
TC/16/24;2BR;33;16;TC;C1624
TC/16/25;ST;24;16;TC;C1625
TC/16/26;ST;24;16;TC;C1626
TC/16/27;2BR;33;16;TC;C1627
TC/16/28;2BR;33;16;TC;C1628
TC/16/29;2BR;33;16;TC;C1629
TC/16/30;2BR;33;16;TC;C1630
TC/16/31;2BR;33;16;TC;C1631
TC/16/32;2BR;33;16;TC;C1632
TC/16/33;2BR;33;16;TC;C1633
TC/16/34;ST;24;16;TC;C1634
TC/17/01;ST;24;17;TC;C1701
TC/17/02;2BR;33;17;TC;C1702
TC/17/03;2BR;33;17;TC;C1703
TC/17/05;2BR;33;17;TC;C1705
TC/17/06;2BR;33;17;TC;C1706
TC/17/07;ST;18;17;TC;C1707
TC/17/08;ST;18;17;TC;C1708
TC/17/09;ST;18;17;TC;C1709
TC/17/10;ST;18;17;TC;C1710
TC/17/11;ST;18;17;TC;C1711
TC/17/12;ST;18;17;TC;C1712
TC/17/15;ST;24;17;TC;C1715
TC/17/16;2BR;40;17;TC;C1716
TC/17/17;2BR;33;17;TC;C1717
TC/17/18;2BR;33;17;TC;C1718
TC/17/19;2BR;33;17;TC;C1719
TC/17/20;2BR;33;17;TC;C1720
TC/17/21;2BR;33;17;TC;C1721
TC/17/22;2BR;40;17;TC;C1722
TC/17/23;ST;24;17;TC;C1723
TC/17/24;2BR;33;17;TC;C1724
TC/17/25;ST;24;17;TC;C1725
TC/17/26;ST;24;17;TC;C1726
TC/17/27;2BR;33;17;TC;C1727
TC/17/28;2BR;33;17;TC;C1728
TC/17/29;2BR;33;17;TC;C1729
TC/17/30;2BR;33;17;TC;C1730
TC/17/31;2BR;33;17;TC;C1731
TC/17/32;2BR;33;17;TC;C1732
TC/17/33;2BR;33;17;TC;C1733
TC/17/34;ST;24;17;TC;C1734
TC/18/01;ST;24;18;TC;C1801
TC/18/03;2BR;33;18;TC;C1803
TC/18/05;2BR;33;18;TC;C1805
TC/18/07;ST;18;18;TC;C1807
TC/18/08;ST;18;18;TC;C1808
TC/18/09;ST;18;18;TC;C1809
TC/18/10;ST;18;18;TC;C1810
TC/18/11;ST;18;18;TC;C1811
TC/18/12;ST;18;18;TC;C1812
TC/18/15;ST;24;18;TC;C1815
TC/18/16;2BR;40;18;TC;C1816
TC/18/17;2BR;33;18;TC;C1817
TC/18/18;2BR;33;18;TC;C1818
TC/18/19;2BR;33;18;TC;C1819
TC/18/20;2BR;33;18;TC;C1820
TC/18/21;2BR;33;18;TC;C1821
TC/18/22;2BR;40;18;TC;C1822
TC/18/23;ST;24;18;TC;C1823
TC/18/24;2BR;33;18;TC;C1824
TC/18/25;ST;24;18;TC;C1825
TC/18/26;ST;24;18;TC;C1826
TC/18/27;2BR;33;18;TC;C1827
TC/18/28;2BR;33;18;TC;C1828
TC/18/29;2BR;33;18;TC;C1829
TC/18/30;2BR;33;18;TC;C1830
TC/18/31;2BR;33;18;TC;C1831
TC/18/32;2BR;33;18;TC;C1832
TC/18/33;2BR;33;18;TC;C1833
TC/18/34;ST;24;18;TC;C1834
TC/19/01;ST;24;19;TC;C1901
TC/19/02;2BR;33;19;TC;C1902
TC/19/03;2BR;33;19;TC;C1903
TC/19/05;2BR;33;19;TC;C1905
TC/19/07;ST;18;19;TC;C1907
TC/19/08;ST;18;19;TC;C1908
TC/19/09;ST;18;19;TC;C1909
TC/19/10;ST;18;19;TC;C1910
TC/19/11;ST;18;19;TC;C1911
TC/19/12;ST;18;19;TC;C1912
TC/19/15;ST;24;19;TC;C1915
TC/19/16;2BR;40;19;TC;C1916
TC/19/17;2BR;33;19;TC;C1917
TC/19/18;2BR;33;19;TC;C1918
TC/19/19;2BR;33;19;TC;C1919
TC/19/20;2BR;33;19;TC;C1920
TC/19/21;2BR;33;19;TC;C1921
TC/19/22;2BR;40;19;TC;C1922
TC/19/23;ST;24;19;TC;C1923
TC/19/24;2BR;33;19;TC;C1924
TC/19/25;ST;24;19;TC;C1925
TC/19/26;ST;24;19;TC;C1926
TC/19/27;2BR;33;19;TC;C1927
TC/19/28;2BR;33;19;TC;C1928
TC/19/29;2BR;33;19;TC;C1929
TC/19/30;2BR;33;19;TC;C1930
TC/19/31;2BR;33;19;TC;C1931
TC/19/32;2BR;33;19;TC;C1932
TC/19/33;2BR;33;19;TC;C1933
TC/19/34;ST;24;19;TC;C1934
TC/20/01;ST;24;20;TC;C2001
TC/20/02;2BR;33;20;TC;C2002
TC/20/03;2BR;33;20;TC;C2003
TC/20/05;2BR;33;20;TC;C2005
TC/20/06;2BR;33;20;TC;C2006
TC/20/07;ST;18;20;TC;C2007
TC/20/08;ST;18;20;TC;C2008
TC/20/09;ST;18;20;TC;C2009
TC/20/10;ST;18;20;TC;C2010
TC/20/11;ST;18;20;TC;C2011
TC/20/12;ST;18;20;TC;C2012
TC/20/15;ST;24;20;TC;C2015
TC/20/16;2BR;40;20;TC;C2016
TC/20/17;2BR;33;20;TC;C2017
TC/20/18;2BR;33;20;TC;C2018
TC/20/19;2BR;33;20;TC;C2019
TC/20/20;2BR;33;20;TC;C2020
TC/20/21;2BR;33;20;TC;C2021
TC/20/22;2BR;40;20;TC;C2022
TC/20/23;ST;24;20;TC;C2023
TC/20/24;2BR;33;20;TC;C2024
TC/20/25;ST;24;20;TC;C2025
TC/20/26;ST;24;20;TC;C2026
TC/20/28;2BR;33;20;TC;C2028
TC/20/29;2BR;33;20;TC;C2029
TC/20/30;2BR;33;20;TC;C2030
TC/20/31;2BR;33;20;TC;C2031
TC/20/32;2BR;33;20;TC;C2032
TC/20/33;2BR;33;20;TC;C2033
TC/20/34;ST;24;20;TC;C2034
TC/21/01;ST;24;21;TC;C2101
TC/21/03;FS;66;21;TC;C2103
TC/21/05;2BR;33;21;TC;C2105
TC/21/07;2BR;33;21;TC;C2107
TC/21/08;2BR;33;21;TC;C2108
TC/21/09;2BR;33;21;TC;C2109
TC/21/10;ST;24;21;TC;C2110
TC/21/11;2BR;40;21;TC;C2111
TC/21/12;2BR;33;21;TC;C2112
TC/21/15;2BR;33;21;TC;C2115
TC/21/16;2BR;33;21;TC;C2116
TC/21/17;2BR;33;21;TC;C2117
TC/21/18;2BR;33;21;TC;C2118
TC/21/19;2BR;40;21;TC;C2119
TC/21/20;ST;24;21;TC;C2120
TC/21/21;2BR;33;21;TC;C2121
TC/21/22;ST;24;21;TC;C2122
TC/21/23;ST;24;21;TC;C2123
TC/21/25;FS;66;21;TC;C2125
TC/21/26;2BR;33;21;TC;C2126
TC/21/27;2BR;33;21;TC;C2127
TC/21/28;2BR;33;21;TC;C2128
TC/21/29;2BR;33;21;TC;C2129
TC/21/30;2BR;33;21;TC;C2130
TC/21/31;ST;24;21;TC;C2131
TC/22/01;ST;24;22;TC;C2201
TC/22/03;FS;66;22;TC;C2203
TC/22/05;2BR;33;22;TC;C2205
TC/22/06;2BR;33;22;TC;C2206
TC/22/07;2BR;33;22;TC;C2207
TC/22/08;2BR;33;22;TC;C2208
TC/22/09;2BR;33;22;TC;C2209
TC/22/10;ST;24;22;TC;C2210
TC/22/11;2BR;40;22;TC;C2211
TC/22/12;2BR;33;22;TC;C2212
TC/22/15;2BR;33;22;TC;C2215
TC/22/16;2BR;33;22;TC;C2216
TC/22/17;2BR;33;22;TC;C2217
TC/22/18;2BR;33;22;TC;C2218
TC/22/19;2BR;40;22;TC;C2219
TC/22/20;ST;24;22;TC;C2220
TC/22/21;2BR;33;22;TC;C2221
TC/22/22;ST;24;22;TC;C2222
TC/22/23;ST;24;22;TC;C2223
TC/22/24;2BR;33;22;TC;C2224
TC/22/25;2BR;33;22;TC;C2225
TC/22/26;2BR;33;22;TC;C2226
TC/22/27;2BR;33;22;TC;C2227
TC/22/28;2BR;33;22;TC;C2228
TC/22/29;2BR;33;22;TC;C2229
TC/22/30;2BR;33;22;TC;C2230
TC/22/31;ST;24;22;TC;C2231
TC/23/01;ST;24;23;TC;C2301
TC/23/02;2BR;33;23;TC;C2302
TC/23/03;2BR;33;23;TC;C2303
TC/23/05;2BR;33;23;TC;C2305
TC/23/07;2BR;33;23;TC;C2307
TC/23/08;2BR;33;23;TC;C2308
TC/23/09;2BR;33;23;TC;C2309
TC/23/10;ST;24;23;TC;C2310
TC/23/11;2BR;40;23;TC;C2311
TC/23/12;2BR;33;23;TC;C2312
TC/23/15;2BR;33;23;TC;C2315
TC/23/16;2BR;33;23;TC;C2316
TC/23/17;2BR;33;23;TC;C2317
TC/23/18;2BR;33;23;TC;C2318
TC/23/19;2BR;40;23;TC;C2319
TC/23/20;ST;24;23;TC;C2320
TC/23/21;2BR;33;23;TC;C2321
TC/23/22;ST;24;23;TC;C2322
TC/23/23;ST;24;23;TC;C2323
TC/23/24;2BR;33;23;TC;C2324
TC/23/25;2BR;33;23;TC;C2325
TC/23/26;2BR;33;23;TC;C2326
TC/23/27;2BR;33;23;TC;C2327
TC/23/28;2BR;33;23;TC;C2328
TC/23/29;2BR;33;23;TC;C2329
TC/23/30;2BR;33;23;TC;C2330
TC/23/31;ST;24;23;TC;C2331
TD/01/01;ST;24;1;TD;D0101
TD/01/02;2BR;33;1;TD;D0102
TD/01/03;2BR;33;1;TD;D0103
TD/01/05;2BR;33;1;TD;D0105
TD/01/06;2BR;33;1;TD;D0106
TD/01/07;ST;18;1;TD;D0107
TD/01/08;ST;18;1;TD;D0108
TD/01/09;ST;18;1;TD;D0109
TD/01/10;ST;18;1;TD;D0110
TD/01/11;ST;18;1;TD;D0111
TD/01/12;ST;18;1;TD;D0112
TD/01/15;ST;24;1;TD;D0115
TD/01/16;2BR;40;1;TD;D0116
TD/01/17;2BR;33;1;TD;D0117
TD/01/18;2BR;33;1;TD;D0118
TD/01/19;2BR;33;1;TD;D0119
TD/01/20;2BR;33;1;TD;D0120
TD/01/21;2BR;33;1;TD;D0121
TD/01/22;2BR;40;1;TD;D0122
TD/01/23;ST;24;1;TD;D0123
TD/01/24;2BR;33;1;TD;D0124
TD/01/25;ST;24;1;TD;D0125
TD/01/26;ST;24;1;TD;D0126
TD/01/27;2BR;33;1;TD;D0127
TD/01/28;2BR;33;1;TD;D0128
TD/01/29;2BR;33;1;TD;D0129
TD/01/30;2BR;33;1;TD;D0130
TD/01/31;2BR;33;1;TD;D0131
TD/01/32;2BR;33;1;TD;D0132
TD/01/33;2BR;33;1;TD;D0133
TD/01/34;ST;24;1;TD;D0134
TD/02/01;ST;24;2;TD;D0201
TD/02/02;2BR;33;2;TD;D0202
TD/02/03;2BR;33;2;TD;D0203
TD/02/05;2BR;33;2;TD;D0205
TD/02/06;2BR;33;2;TD;D0206
TD/02/07;ST;18;2;TD;D0207
TD/02/08;ST;18;2;TD;D0208
TD/02/09;ST;18;2;TD;D0209
TD/02/10;ST;18;2;TD;D0210
TD/02/11;ST;18;2;TD;D0211
TD/02/12;ST;18;2;TD;D0212
TD/02/15;ST;24;2;TD;D0215
TD/02/16;2BR;40;2;TD;D0216
TD/02/17;2BR;33;2;TD;D0217
TD/02/18;2BR;33;2;TD;D0218
TD/02/19;2BR;33;2;TD;D0219
TD/02/20;2BR;33;2;TD;D0220
TD/02/21;2BR;33;2;TD;D0221
TD/02/22;2BR;40;2;TD;D0222
TD/02/23;ST;24;2;TD;D0223
TD/02/24;2BR;33;2;TD;D0224
TD/02/25;ST;24;2;TD;D0225
TD/02/26;ST;24;2;TD;D0226
TD/02/27;2BR;33;2;TD;D0227
TD/02/28;2BR;33;2;TD;D0228
TD/02/29;2BR;33;2;TD;D0229
TD/02/30;2BR;33;2;TD;D0230
TD/02/31;2BR;33;2;TD;D0231
TD/02/32;2BR;33;2;TD;D0232
TD/02/33;2BR;33;2;TD;D0233
TD/02/34;ST;24;2;TD;D0234
TD/03/01;ST;24;3;TD;D0301
TD/03/03;2BR;33;3;TD;D0303
TD/03/05;2BR;33;3;TD;D0305
TD/03/07;ST;18;3;TD;D0307
TD/03/08;ST;18;3;TD;D0308
TD/03/09;ST;18;3;TD;D0309
TD/03/10;ST;18;3;TD;D0310
TD/03/11;ST;18;3;TD;D0311
TD/03/12;ST;18;3;TD;D0312
TD/03/15;ST;24;3;TD;D0315
TD/03/16;2BR;40;3;TD;D0316
TD/03/17;2BR;33;3;TD;D0317
TD/03/18;2BR;33;3;TD;D0318
TD/03/19;2BR;33;3;TD;D0319
TD/03/20;2BR;33;3;TD;D0320
TD/03/21;2BR;33;3;TD;D0321
TD/03/23;ST;24;3;TD;D0323
TD/03/24;2BR;33;3;TD;D0324
TD/03/25;ST;24;3;TD;D0325
TD/03/26;ST;24;3;TD;D0326
TD/03/27;2BR;33;3;TD;D0327
TD/03/28;2BR;33;3;TD;D0328
TD/03/29;2BR;33;3;TD;D0329
TD/03/30;2BR;33;3;TD;D0330
TD/03/31;2BR;33;3;TD;D0331
TD/03/32;2BR;33;3;TD;D0332
TD/03/33;2BR;33;3;TD;D0333
TD/03/34;ST;24;3;TD;D0334
TD/05/01;ST;24;5;TD;D0501
TD/05/02;2BR;33;5;TD;D0502
TD/05/03;2BR;33;5;TD;D0503
TD/05/05;2BR;33;5;TD;D0505
TD/05/06;2BR;33;5;TD;D0506
TD/05/07;ST;18;5;TD;D0507
TD/05/08;ST;18;5;TD;D0508
TD/05/09;ST;18;5;TD;D0509
TD/05/10;ST;18;5;TD;D0510
TD/05/11;ST;18;5;TD;D0511
TD/05/12;ST;18;5;TD;D0512
TD/05/15;ST;24;5;TD;D0515
TD/05/16;2BR;40;5;TD;D0516
TD/05/17;2BR;33;5;TD;D0517
TD/05/18;2BR;33;5;TD;D0518
TD/05/19;2BR;33;5;TD;D0519
TD/05/20;2BR;33;5;TD;D0520
TD/05/21;2BR;33;5;TD;D0521
TD/05/23;ST;24;5;TD;D0523
TD/05/24;2BR;33;5;TD;D0524
TD/05/25;ST;24;5;TD;D0525
TD/05/26;ST;24;5;TD;D0526
TD/05/27;2BR;33;5;TD;D0527
TD/05/28;2BR;33;5;TD;D0528
TD/05/29;2BR;33;5;TD;D0529
TD/05/30;2BR;33;5;TD;D0530
TD/05/31;2BR;33;5;TD;D0531
TD/05/32;2BR;33;5;TD;D0532
TD/05/33;2BR;33;5;TD;D0533
TD/05/34;ST;24;5;TD;D0534
TD/06/01;ST;24;6;TD;D0601
TD/06/02;2BR;33;6;TD;D0602
TD/06/03;2BR;33;6;TD;D0603
TD/06/05;2BR;33;6;TD;D0605
TD/06/06;2BR;33;6;TD;D0606
TD/06/07;ST;18;6;TD;D0607
TD/06/08;ST;18;6;TD;D0608
TD/06/09;ST;18;6;TD;D0609
TD/06/10;ST;18;6;TD;D0610
TD/06/11;ST;18;6;TD;D0611
TD/06/12;ST;18;6;TD;D0612
TD/06/15;ST;24;6;TD;D0615
TD/06/16;2BR;40;6;TD;D0616
TD/06/17;2BR;33;6;TD;D0617
TD/06/18;2BR;33;6;TD;D0618
TD/06/19;2BR;33;6;TD;D0619
TD/06/20;2BR;33;6;TD;D0620
TD/06/21;2BR;33;6;TD;D0621
TD/06/22;2BR;40;6;TD;D0622
TD/06/23;ST;24;6;TD;D0623
TD/06/24;2BR;33;6;TD;D0624
TD/06/25;ST;24;6;TD;D0625
TD/06/26;ST;24;6;TD;D0626
TD/06/27;2BR;33;6;TD;D0627
TD/06/28;2BR;33;6;TD;D0628
TD/06/29;2BR;33;6;TD;D0629
TD/06/30;2BR;33;6;TD;D0630
TD/06/31;2BR;33;6;TD;D0631
TD/06/32;2BR;33;6;TD;D0632
TD/06/33;2BR;33;6;TD;D0633
TD/06/34;ST;24;6;TD;D0634
TD/07/01;ST;24;7;TD;D0701
TD/07/03;2BR;33;7;TD;D0703
TD/07/05;2BR;33;7;TD;D0705
TD/07/07;ST;18;7;TD;D0707
TD/07/08;ST;18;7;TD;D0708
TD/07/09;ST;18;7;TD;D0709
TD/07/10;ST;18;7;TD;D0710
TD/07/11;ST;18;7;TD;D0711
TD/07/12;ST;18;7;TD;D0712
TD/07/15;ST;24;7;TD;D0715
TD/07/16;2BR;40;7;TD;D0716
TD/07/17;2BR;33;7;TD;D0717
TD/07/18;2BR;33;7;TD;D0718
TD/07/19;2BR;33;7;TD;D0719
TD/07/20;2BR;33;7;TD;D0720
TD/07/21;2BR;33;7;TD;D0721
TD/07/22;2BR;40;7;TD;D0722
TD/07/23;ST;24;7;TD;D0723
TD/07/24;2BR;33;7;TD;D0724
TD/07/25;ST;24;7;TD;D0725
TD/07/26;ST;24;7;TD;D0726
TD/07/27;2BR;33;7;TD;D0727
TD/07/28;2BR;33;7;TD;D0728
TD/07/29;2BR;33;7;TD;D0729
TD/07/30;2BR;33;7;TD;D0730
TD/07/31;2BR;33;7;TD;D0731
TD/07/32;2BR;33;7;TD;D0732
TD/07/33;2BR;33;7;TD;D0733
TD/07/34;ST;24;7;TD;D0734
TD/08/01;ST;24;8;TD;D0801
TD/08/02;2BR;33;8;TD;D0802
TD/08/05;2BR;33;8;TD;D0805
TD/08/06;2BR;33;8;TD;D0806
TD/08/07;ST;18;8;TD;D0807
TD/08/08;ST;18;8;TD;D0808
TD/08/09;ST;18;8;TD;D0809
TD/08/10;ST;18;8;TD;D0810
TD/08/11;ST;18;8;TD;D0811
TD/08/12;ST;18;8;TD;D0812
TD/08/15;ST;24;8;TD;D0815
TD/08/16;2BR;40;8;TD;D0816
TD/08/17;2BR;33;8;TD;D0817
TD/08/18;2BR;33;8;TD;D0818
TD/08/19;2BR;33;8;TD;D0819
TD/08/20;2BR;33;8;TD;D0820
TD/08/21;2BR;33;8;TD;D0821
TD/08/22;2BR;40;8;TD;D0822
TD/08/23;ST;24;8;TD;D0823
TD/08/24;2BR;33;8;TD;D0824
TD/08/25;ST;24;8;TD;D0825
TD/08/26;ST;24;8;TD;D0826
TD/08/27;2BR;33;8;TD;D0827
TD/08/28;2BR;33;8;TD;D0828
TD/08/29;2BR;33;8;TD;D0829
TD/08/30;2BR;33;8;TD;D0830
TD/08/31;2BR;33;8;TD;D0831
TD/08/32;2BR;33;8;TD;D0832
TD/08/33;2BR;33;8;TD;D0833
TD/08/34;ST;24;8;TD;D0834
TD/09/01;ST;24;9;TD;D0901
TD/09/02;2BR;33;9;TD;D0902
TD/09/03;2BR;33;9;TD;D0903
TD/09/05;2BR;33;9;TD;D0905
TD/09/06;2BR;33;9;TD;D0906
TD/09/07;ST;18;9;TD;D0907
TD/09/08;ST;18;9;TD;D0908
TD/09/09;ST;18;9;TD;D0909
TD/09/10;ST;18;9;TD;D0910
TD/09/11;ST;18;9;TD;D0911
TD/09/12;ST;18;9;TD;D0912
TD/09/15;ST;24;9;TD;D0915
TD/09/16;2BR;40;9;TD;D0916
TD/09/17;2BR;33;9;TD;D0917
TD/09/18;2BR;33;9;TD;D0918
TD/09/19;2BR;33;9;TD;D0919
TD/09/20;2BR;33;9;TD;D0920
TD/09/21;2BR;33;9;TD;D0921
TD/09/22;2BR;40;9;TD;D0922
TD/09/23;ST;24;9;TD;D0923
TD/09/24;2BR;33;9;TD;D0924
TD/09/25;ST;24;9;TD;D0925
TD/09/26;ST;24;9;TD;D0926
TD/09/27;2BR;33;9;TD;D0927
TD/09/28;2BR;33;9;TD;D0928
TD/09/29;2BR;33;9;TD;D0929
TD/09/30;2BR;33;9;TD;D0930
TD/09/31;2BR;33;9;TD;D0931
TD/09/32;2BR;33;9;TD;D0932
TD/09/33;2BR;33;9;TD;D0933
TD/09/34;ST;24;9;TD;D0934
TD/10/01;ST;24;10;TD;D1001
TD/10/03;2BR;33;10;TD;D1003
TD/10/05;2BR;33;10;TD;D1005
TD/10/07;ST;18;10;TD;D1007
TD/10/08;ST;18;10;TD;D1008
TD/10/09;ST;18;10;TD;D1009
TD/10/10;ST;18;10;TD;D1010
TD/10/11;ST;18;10;TD;D1011
TD/10/12;ST;18;10;TD;D1012
TD/10/15;ST;24;10;TD;D1015
TD/10/17;2BR;33;10;TD;D1017
TD/10/18;2BR;33;10;TD;D1018
TD/10/19;2BR;33;10;TD;D1019
TD/10/20;2BR;33;10;TD;D1020
TD/10/21;2BR;33;10;TD;D1021
TD/10/22;2BR;40;10;TD;D1022
TD/10/23;ST;24;10;TD;D1023
TD/10/24;2BR;33;10;TD;D1024
TD/10/25;ST;24;10;TD;D1025
TD/10/26;ST;24;10;TD;D1026
TD/10/27;2BR;33;10;TD;D1027
TD/10/28;2BR;33;10;TD;D1028
TD/10/29;2BR;33;10;TD;D1029
TD/10/30;2BR;33;10;TD;D1030
TD/10/31;2BR;33;10;TD;D1031
TD/10/32;2BR;33;10;TD;D1032
TD/10/33;2BR;33;10;TD;D1033
TD/10/34;ST;24;10;TD;D1034
TD/11/01;ST;24;11;TD;D1101
TD/11/02;2BR;33;11;TD;D1102
TD/11/03;2BR;33;11;TD;D1103
TD/11/05;2BR;33;11;TD;D1105
TD/11/06;2BR;33;11;TD;D1106
TD/11/07;ST;18;11;TD;D1107
TD/11/08;ST;18;11;TD;D1108
TD/11/09;ST;18;11;TD;D1109
TD/11/10;ST;18;11;TD;D1110
TD/11/11;ST;18;11;TD;D1111
TD/11/12;ST;18;11;TD;D1112
TD/11/15;ST;24;11;TD;D1115
TD/11/17;2BR;33;11;TD;D1117
TD/11/18;2BR;33;11;TD;D1118
TD/11/19;2BR;33;11;TD;D1119
TD/11/20;2BR;33;11;TD;D1120
TD/11/21;2BR;33;11;TD;D1121
TD/11/22;2BR;40;11;TD;D1122
TD/11/23;ST;24;11;TD;D1123
TD/11/24;2BR;33;11;TD;D1124
TD/11/25;ST;24;11;TD;D1125
TD/11/26;ST;24;11;TD;D1126
TD/11/27;2BR;33;11;TD;D1127
TD/11/28;2BR;33;11;TD;D1128
TD/11/29;2BR;33;11;TD;D1129
TD/11/30;2BR;33;11;TD;D1130
TD/11/31;2BR;33;11;TD;D1131
TD/11/32;2BR;33;11;TD;D1132
TD/11/33;2BR;33;11;TD;D1133
TD/11/34;ST;24;11;TD;D1134
TD/12/01;ST;24;12;TD;D1201
TD/12/02;2BR;33;12;TD;D1202
TD/12/03;2BR;33;12;TD;D1203
TD/12/05;2BR;33;12;TD;D1205
TD/12/06;2BR;33;12;TD;D1206
TD/12/07;ST;18;12;TD;D1207
TD/12/08;ST;18;12;TD;D1208
TD/12/09;ST;18;12;TD;D1209
TD/12/10;ST;18;12;TD;D1210
TD/12/11;ST;18;12;TD;D1211
TD/12/12;ST;18;12;TD;D1212
TD/12/15;ST;24;12;TD;D1215
TD/12/17;2BR;33;12;TD;D1217
TD/12/18;2BR;33;12;TD;D1218
TD/12/19;2BR;33;12;TD;D1219
TD/12/20;2BR;33;12;TD;D1220
TD/12/21;2BR;33;12;TD;D1221
TD/12/22;2BR;40;12;TD;D1222
TD/12/23;ST;24;12;TD;D1223
TD/12/24;2BR;33;12;TD;D1224
TD/12/25;ST;24;12;TD;D1225
TD/12/26;ST;24;12;TD;D1226
TD/12/27;2BR;33;12;TD;D1227
TD/12/28;2BR;33;12;TD;D1228
TD/12/29;2BR;33;12;TD;D1229
TD/12/30;2BR;33;12;TD;D1230
TD/12/31;2BR;33;12;TD;D1231
TD/12/32;2BR;33;12;TD;D1232
TD/12/33;2BR;33;12;TD;D1233
TD/12/34;ST;24;12;TD;D1234
TD/15/01;ST;24;15;TD;D1501
TD/15/03;2BR;33;15;TD;D1503
TD/15/05;2BR;33;15;TD;D1505
TD/15/07;ST;18;15;TD;D1507
TD/15/08;ST;18;15;TD;D1508
TD/15/09;ST;18;15;TD;D1509
TD/15/10;ST;18;15;TD;D1510
TD/15/11;ST;18;15;TD;D1511
TD/15/12;ST;18;15;TD;D1512
TD/15/15;ST;24;15;TD;D1515
TD/15/16;2BR;40;15;TD;D1516
TD/15/17;2BR;33;15;TD;D1517
TD/15/18;2BR;33;15;TD;D1518
TD/15/19;2BR;33;15;TD;D1519
TD/15/20;2BR;33;15;TD;D1520
TD/15/21;2BR;33;15;TD;D1521
TD/15/22;2BR;40;15;TD;D1522
TD/15/23;ST;24;15;TD;D1523
TD/15/24;2BR;33;15;TD;D1524
TD/15/25;ST;24;15;TD;D1525
TD/15/26;ST;24;15;TD;D1526
TD/15/27;2BR;33;15;TD;D1527
TD/15/28;2BR;33;15;TD;D1528
TD/15/29;2BR;33;15;TD;D1529
TD/15/30;2BR;33;15;TD;D1530
TD/15/31;2BR;33;15;TD;D1531
TD/15/32;2BR;33;15;TD;D1532
TD/15/33;2BR;33;15;TD;D1533
TD/15/34;ST;24;15;TD;D1534
TD/16/01;ST;24;16;TD;D1601
TD/16/02;2BR;33;16;TD;D1602
TD/16/03;2BR;33;16;TD;D1603
TD/16/05;2BR;33;16;TD;D1605
TD/16/06;2BR;33;16;TD;D1606
TD/16/07;ST;18;16;TD;D1607
TD/16/08;ST;18;16;TD;D1608
TD/16/09;ST;18;16;TD;D1609
TD/16/10;ST;18;16;TD;D1610
TD/16/11;ST;18;16;TD;D1611
TD/16/12;ST;18;16;TD;D1612
TD/16/15;ST;24;16;TD;D1615
TD/16/17;2BR;33;16;TD;D1617
TD/16/18;2BR;33;16;TD;D1618
TD/16/19;2BR;33;16;TD;D1619
TD/16/20;2BR;33;16;TD;D1620
TD/16/21;2BR;33;16;TD;D1621
TD/16/22;2BR;40;16;TD;D1622
TD/16/23;ST;24;16;TD;D1623
TD/16/24;2BR;33;16;TD;D1624
TD/16/25;ST;24;16;TD;D1625
TD/16/26;ST;24;16;TD;D1626
TD/16/27;2BR;33;16;TD;D1627
TD/16/28;2BR;33;16;TD;D1628
TD/16/29;2BR;33;16;TD;D1629
TD/16/30;2BR;33;16;TD;D1630
TD/16/31;2BR;33;16;TD;D1631
TD/16/32;2BR;33;16;TD;D1632
TD/16/33;2BR;33;16;TD;D1633
TD/16/34;ST;24;16;TD;D1634
TD/17/01;ST;24;17;TD;D1701
TD/17/02;2BR;33;17;TD;D1702
TD/17/03;2BR;33;17;TD;D1703
TD/17/05;2BR;33;17;TD;D1705
TD/17/06;2BR;33;17;TD;D1706
TD/17/07;ST;18;17;TD;D1707
TD/17/08;ST;18;17;TD;D1708
TD/17/09;ST;18;17;TD;D1709
TD/17/10;ST;18;17;TD;D1710
TD/17/11;ST;18;17;TD;D1711
TD/17/12;ST;18;17;TD;D1712
TD/17/15;ST;24;17;TD;D1715
TD/17/16;2BR;40;17;TD;D1716
TD/17/17;2BR;33;17;TD;D1717
TD/17/18;2BR;33;17;TD;D1718
TD/17/19;2BR;33;17;TD;D1719
TD/17/20;2BR;33;17;TD;D1720
TD/17/21;2BR;33;17;TD;D1721
TD/17/22;2BR;40;17;TD;D1722
TD/17/23;ST;24;17;TD;D1723
TD/17/24;2BR;33;17;TD;D1724
TD/17/25;ST;24;17;TD;D1725
TD/17/26;ST;24;17;TD;D1726
TD/17/27;2BR;33;17;TD;D1727
TD/17/28;2BR;33;17;TD;D1728
TD/17/29;2BR;33;17;TD;D1729
TD/17/30;2BR;33;17;TD;D1730
TD/17/31;2BR;33;17;TD;D1731
TD/17/32;2BR;33;17;TD;D1732
TD/17/33;2BR;33;17;TD;D1733
TD/17/34;ST;24;17;TD;D1734
TD/18/01;ST;24;18;TD;D1801
TD/18/03;2BR;33;18;TD;D1803
TD/18/05;2BR;33;18;TD;D1805
TD/18/07;ST;18;18;TD;D1807
